ticket_id,tower_id,opened_date,closed_date,work_type,crew_type,root_cause,downtime_hours,cost_myr,is_corrective
WO_000249,MY_N11747587796,2023-11-07,2023-11-08,scheduled_inspection,civil,scheduled_inspection,2.1,602,False
WO_000250,MY_N3902995310,2023-11-07,2023-11-08,vegetation_clearance,civil,vegetation,3.0,4626,True
WO_000251,MY_N5599579030,2023-11-07,2023-11-08,scheduled_inspection,civil,scheduled_inspection,2.9,574,False
WO_000252,MY_N9084071195,2023-11-07,2023-11-11,slope_stabilize_and_tension,civil,terrain,10.2,491,True
WO_000253,MY_W1386907231,2023-11-07,2023-11-09,raise_cabinet_and_seal,civil,flood,4.5,4755,True
WO_000254,MY_N11875484223,2023-11-08,2023-11-12,raise_cabinet_and_seal,civil,flood,7.7,453,True
WO_000255,MY_N12040151716,2023-11-08,2023-11-09,scheduled_inspection,civil,scheduled_inspection,0.9,739,False
WO_000256,MY_N12131514586,2023-11-08,2023-11-09,scheduled_inspection,civil,scheduled_inspection,0.1,2026,False
WO_000257,MY_N13502641928,2023-11-08,2023-11-10,raise_cabinet_and_seal,civil,flood,14.2,2924,True
WO_000258,MY_N8614668705,2023-11-08,2023-11-09,scheduled_inspection,civil,scheduled_inspection,4.0,376,False
WO_000259,MY_N8923088437,2023-11-08,2023-11-12,raise_cabinet_and_seal,civil,flood,15.3,3845,True
WO_000260,MY_N11472433066,2023-11-09,2023-11-10,scheduled_inspection,civil,scheduled_inspection,0.2,753,False
WO_000261,MY_N12131514589,2023-11-09,2023-11-11,raise_cabinet_and_seal,civil,flood,4.7,3512,True
WO_000262,MY_N13013877873,2023-11-09,2023-11-10,raise_cabinet_and_seal,civil,flood,1.4,5495,True
WO_000263,MY_N7417373280,2023-11-09,2023-11-10,scheduled_inspection,civil,scheduled_inspection,1.1,549,False
WO_000264,MY_N8825706826,2023-11-09,2023-11-10,raise_cabinet_and_seal,civil,flood,4.5,2557,True
WO_000265,MY_N12128924931,2023-11-10,2023-11-11,scheduled_inspection,civil,scheduled_inspection,2.4,337,False
WO_000266,MY_N12135375711,2023-11-10,2023-11-14,raise_cabinet_and_seal,civil,flood,9.3,5018,True
WO_000267,MY_N12138116212,2023-11-10,2023-11-12,raise_cabinet_and_seal,civil,flood,2.7,3584,True
WO_000268,MY_N3765699324,2023-11-10,2023-11-11,raise_cabinet_and_seal,civil,flood,6.1,1709,True
WO_000269,MY_N7594127522,2023-11-10,2023-11-11,scheduled_inspection,civil,scheduled_inspection,1.4,953,False
WO_000270,MY_N13678930905,2023-11-11,2023-11-12,battery_genset_service,power,power,2.3,5454,True
WO_000271,MY_N6457937009,2023-11-11,2023-11-12,scheduled_inspection,civil,scheduled_inspection,1.0,50,False
WO_000272,MY_N11167076406,2023-11-12,2023-11-17,raise_cabinet_and_seal,civil,flood,4.1,2461,True
WO_000273,MY_N12135373696,2023-11-12,2023-11-13,raise_cabinet_and_seal,civil,flood,3.3,3753,True
WO_000274,MY_N12603668089,2023-11-12,2023-11-13,raise_cabinet_and_seal,civil,flood,1.0,970,True
WO_000275,MY_N11802478955,2023-11-13,2023-11-15,raise_cabinet_and_seal,civil,flood,4.1,1200,True
WO_000276,MY_N1662564012,2023-11-13,2023-11-17,vegetation_clearance,civil,vegetation,2.5,1452,True
WO_000277,MY_N3902995325,2023-11-13,2023-11-14,scheduled_inspection,civil,scheduled_inspection,2.4,1024,False
WO_000278,MY_W1183622030,2023-11-14,2023-11-19,raise_cabinet_and_seal,civil,flood,6.8,2227,True
WO_000279,MY_N11167076406,2023-11-15,2023-11-18,raise_cabinet_and_seal,civil,flood,6.1,912,True
WO_000280,MY_N12270851329,2023-11-15,2023-11-18,slope_stabilize_and_tension,civil,terrain,5.7,2411,True
WO_000281,MY_N12309364295,2023-11-15,2023-11-20,battery_genset_service,power,power,3.0,3047,True
WO_000282,MY_N13015606467,2023-11-15,2023-11-18,raise_cabinet_and_seal,civil,flood,13.4,2143,True
WO_000283,MY_N3902995303,2023-11-15,2023-11-16,scheduled_inspection,civil,scheduled_inspection,0.9,401,False
WO_000284,MY_N9621355555,2023-11-15,2023-11-16,scheduled_inspection,civil,scheduled_inspection,0.7,1899,False
WO_000285,MY_N11659562142,2023-11-16,2023-11-17,scheduled_inspection,civil,scheduled_inspection,1.5,1062,False
WO_000286,MY_N13013877873,2023-11-16,2023-11-18,slope_stabilize_and_tension,civil,terrain,16.2,3647,True
WO_000287,MY_N6039478983,2023-11-16,2023-11-20,raise_cabinet_and_seal,civil,flood,2.4,6449,True
WO_000288,MY_N9084071195,2023-11-16,2023-11-20,battery_genset_service,power,power,0.8,3650,True
WO_000289,MY_N13326193730,2023-11-17,2023-11-18,raise_cabinet_and_seal,civil,flood,3.8,2047,True
WO_000290,MY_N13502641928,2023-11-17,2023-11-18,vegetation_clearance,civil,vegetation,7.4,1691,True
WO_000291,MY_N5742976628,2023-11-17,2023-11-18,raise_cabinet_and_seal,civil,flood,9.5,1642,True
WO_000292,MY_N5952916379,2023-11-17,2023-11-18,scheduled_inspection,civil,scheduled_inspection,0.3,180,False
WO_000293,MY_N9003249367,2023-11-18,2023-11-21,radio_unit_refresh,rf,equipment,8.0,2897,True
WO_000294,MY_N13456366477,2023-11-19,2023-11-21,slope_stabilize_and_tension,civil,terrain,5.5,1583,True
WO_000295,MY_N13517883535,2023-11-19,2023-11-21,raise_cabinet_and_seal,civil,flood,1.5,1280,True
WO_000296,MY_N13015606467,2023-11-20,2023-11-21,radio_unit_refresh,rf,equipment,11.4,3147,True
WO_000297,MY_N3902995310,2023-11-20,2023-11-21,vegetation_clearance,civil,vegetation,14.0,1294,True
WO_000298,MY_N11659562142,2023-11-21,2023-11-22,raise_cabinet_and_seal,civil,flood,0.7,2270,True
WO_000299,MY_N12135375711,2023-11-21,2023-11-22,raise_cabinet_and_seal,civil,flood,8.5,1903,True
WO_000300,MY_N12138116212,2023-11-21,2023-11-26,raise_cabinet_and_seal,civil,flood,1.9,5507,True
WO_000301,MY_N3901607088,2023-11-21,2023-11-23,slope_stabilize_and_tension,civil,terrain,3.8,3527,True
WO_000302,MY_N5115603531,2023-11-21,2023-11-25,slope_stabilize_and_tension,civil,terrain,3.6,1273,True
WO_000303,MY_N8850585799,2023-11-21,2023-11-22,scheduled_inspection,civil,scheduled_inspection,0.6,929,False
WO_000304,MY_N12270851329,2023-11-22,2023-11-25,slope_stabilize_and_tension,civil,terrain,6.7,4304,True
WO_000305,MY_N8422298542,2023-11-22,2023-11-26,raise_cabinet_and_seal,civil,flood,10.6,1989,True
WO_000306,MY_N11802478955,2023-11-23,2023-11-27,raise_cabinet_and_seal,civil,flood,4.0,6533,True
WO_000307,MY_N12309364295,2023-11-23,2023-11-27,raise_cabinet_and_seal,civil,flood,11.7,1412,True
WO_000308,MY_W1270085203,2023-11-23,2023-11-26,slope_stabilize_and_tension,civil,terrain,7.9,2263,True
WO_000309,MY_N12137024409,2023-11-24,2023-11-29,raise_cabinet_and_seal,civil,flood,2.6,2005,True
WO_000310,MY_N13682521114,2023-11-24,2023-11-26,raise_cabinet_and_seal,civil,flood,5.9,1693,True
WO_000311,MY_N3458624509,2023-11-24,2023-11-29,battery_genset_service,power,power,11.0,759,True
WO_000312,MY_N8141381598,2023-11-24,2023-11-25,scheduled_inspection,civil,scheduled_inspection,1.8,470,False
WO_000313,MY_N9003249367,2023-11-24,2023-11-29,raise_cabinet_and_seal,civil,flood,1.8,2838,True
WO_000314,MY_N12120294219,2023-11-25,2023-11-26,scheduled_inspection,civil,scheduled_inspection,0.1,738,False
WO_000315,MY_N13015606467,2023-11-25,2023-11-26,raise_cabinet_and_seal,civil,flood,2.3,3354,True
WO_000316,MY_N1982558019,2023-11-25,2023-11-26,scheduled_inspection,civil,scheduled_inspection,0.8,762,False
WO_000317,MY_N1662637919,2023-11-26,2023-11-27,slope_stabilize_and_tension,civil,terrain,14.7,5767,True
WO_000318,MY_W1317650252,2023-11-26,2023-12-01,raise_cabinet_and_seal,civil,flood,1.3,4639,True
WO_000319,MY_N11875484224,2023-11-27,2023-11-30,raise_cabinet_and_seal,civil,flood,3.3,628,True
WO_000320,MY_W879207161,2023-11-27,2023-11-29,raise_cabinet_and_seal,civil,flood,7.4,4801,True
WO_000321,MY_N8254539319,2023-11-29,2023-11-30,scheduled_inspection,civil,scheduled_inspection,1.5,218,False
WO_000322,MY_N9003249365,2023-11-30,2023-12-01,scheduled_inspection,civil,scheduled_inspection,0.7,1874,False
WO_000323,MY_W1303814691,2023-11-30,2023-12-01,scheduled_inspection,civil,scheduled_inspection,0.2,131,False
WO_000324,MY_N3902995275,2023-12-01,2023-12-05,vegetation_clearance,civil,vegetation,3.9,4917,True
WO_000325,MY_N8302956904,2023-12-01,2023-12-02,scheduled_inspection,civil,scheduled_inspection,0.7,400,False
WO_000326,MY_N5742976628,2023-12-02,2023-12-05,raise_cabinet_and_seal,civil,flood,4.2,2534,True
WO_000327,MY_W1258156597,2023-12-02,2023-12-03,scheduled_inspection,civil,scheduled_inspection,0.7,358,False
WO_000328,MY_N11802478955,2023-12-03,2023-12-06,raise_cabinet_and_seal,civil,flood,2.3,5591,True
WO_000329,MY_N506433555,2023-12-03,2023-12-05,vegetation_clearance,civil,vegetation,4.6,1307,True
WO_000330,MY_N6457937009,2023-12-03,2023-12-06,battery_genset_service,power,power,0.9,534,True
WO_000331,MY_N12309364295,2023-12-04,2023-12-07,raise_cabinet_and_seal,civil,flood,23.5,837,True
WO_000332,MY_N13013877873,2023-12-04,2023-12-07,raise_cabinet_and_seal,civil,flood,11.4,2481,True
WO_000333,MY_N9006098842,2023-12-04,2023-12-09,raise_cabinet_and_seal,civil,flood,4.5,3159,True
WO_000334,MY_N13682521098,2023-12-05,2023-12-09,raise_cabinet_and_seal,civil,flood,1.9,4168,True
WO_000335,MY_N10801806749,2023-12-06,2023-12-07,raise_cabinet_and_seal,civil,flood,7.4,4497,True
WO_000336,MY_N12309364294,2023-12-06,2023-12-10,raise_cabinet_and_seal,civil,flood,8.3,2372,True
WO_000337,MY_N8825706826,2023-12-06,2023-12-11,raise_cabinet_and_seal,civil,flood,5.0,376,True
WO_000338,MY_W1183622030,2023-12-06,2023-12-08,raise_cabinet_and_seal,civil,flood,9.8,3624,True
WO_000339,MY_N13142317645,2023-12-07,2023-12-12,raise_cabinet_and_seal,civil,flood,7.9,3156,True
WO_000340,MY_N3902995310,2023-12-07,2023-12-11,raise_cabinet_and_seal,civil,flood,14.6,639,True
WO_000341,MY_N8025859449,2023-12-07,2023-12-11,vegetation_clearance,civil,vegetation,0.8,7596,True
WO_000342,MY_N8044980541,2023-12-07,2023-12-12,vegetation_clearance,civil,vegetation,6.9,605,True
WO_000343,MY_N8254539319,2023-12-07,2023-12-08,scheduled_inspection,civil,scheduled_inspection,5.3,968,False
WO_000344,MY_N11581896101,2023-12-08,2023-12-09,scheduled_inspection,civil,scheduled_inspection,2.1,513,False
WO_000345,MY_N3720847447,2023-12-08,2023-12-09,raise_cabinet_and_seal,civil,flood,2.7,2741,True
WO_000346,MY_N8422298542,2023-12-08,2023-12-10,raise_cabinet_and_seal,civil,flood,3.8,1202,True
WO_000347,MY_N6457937009,2023-12-09,2023-12-13,raise_cabinet_and_seal,civil,flood,4.3,2792,True
WO_000348,MY_N9466091146,2023-12-09,2023-12-10,slope_stabilize_and_tension,civil,terrain,2.8,1511,True
WO_000349,MY_N11738300326,2023-12-10,2023-12-15,radio_unit_refresh,rf,equipment,4.3,1230,True
WO_000350,MY_N12137013087,2023-12-10,2023-12-12,raise_cabinet_and_seal,civil,flood,4.0,2557,True
WO_000351,MY_N13057626241,2023-12-10,2023-12-11,raise_cabinet_and_seal,civil,flood,4.3,6208,True
WO_000352,MY_N13495665455,2023-12-10,2023-12-11,raise_cabinet_and_seal,civil,flood,8.7,947,True
WO_000353,MY_N5067194637,2023-12-10,2023-12-14,raise_cabinet_and_seal,civil,flood,7.2,1461,True
WO_000354,MY_N5067194637,2023-12-10,2023-12-13,raise_cabinet_and_seal,civil,flood,8.4,2318,True
WO_000355,MY_W728820002,2023-12-10,2023-12-15,raise_cabinet_and_seal,civil,flood,0.3,6541,True
WO_000356,MY_N8327095826,2023-12-11,2023-12-12,vegetation_clearance,civil,vegetation,3.0,1627,True
WO_000357,MY_N8422298542,2023-12-11,2023-12-15,raise_cabinet_and_seal,civil,flood,2.3,4949,True
WO_000358,MY_N8920295576,2023-12-11,2023-12-16,raise_cabinet_and_seal,civil,flood,2.8,595,True
WO_000359,MY_W1267064693,2023-12-11,2023-12-14,slope_stabilize_and_tension,civil,terrain,1.6,562,True
WO_000360,MY_N12137013091,2023-12-12,2023-12-15,raise_cabinet_and_seal,civil,flood,12.2,2677,True
WO_000361,MY_N12137024409,2023-12-12,2023-12-14,battery_genset_service,power,power,4.1,4826,True
WO_000362,MY_N12603668089,2023-12-12,2023-12-13,scheduled_inspection,civil,scheduled_inspection,0.2,772,False
WO_000363,MY_N8044687304,2023-12-12,2023-12-16,battery_genset_service,power,power,1.0,4213,True
WO_000364,MY_N9040016332,2023-12-12,2023-12-16,raise_cabinet_and_seal,civil,flood,6.5,2150,True
WO_000365,MY_N11609644622,2023-12-13,2023-12-15,raise_cabinet_and_seal,civil,flood,10.2,2000,True
WO_000366,MY_N12137013087,2023-12-13,2023-12-17,raise_cabinet_and_seal,civil,flood,3.1,2307,True
WO_000367,MY_N13495665455,2023-12-13,2023-12-16,raise_cabinet_and_seal,civil,flood,10.8,4218,True
WO_000368,MY_N13979312124,2023-12-13,2023-12-17,raise_cabinet_and_seal,civil,flood,6.5,3633,True
WO_000369,MY_W1270085203,2023-12-13,2023-12-15,radio_unit_refresh,rf,equipment,2.0,2373,True
WO_000370,MY_N12137024409,2023-12-14,2023-12-18,raise_cabinet_and_seal,civil,flood,3.8,1070,True
WO_000371,MY_N12603668089,2023-12-14,2023-12-19,battery_genset_service,power,power,6.8,6399,True
WO_000372,MY_N506433555,2023-12-14,2023-12-16,raise_cabinet_and_seal,civil,flood,5.1,6681,True
WO_000373,MY_N8025859449,2023-12-14,2023-12-15,raise_cabinet_and_seal,civil,flood,2.8,3686,True
WO_000374,MY_N8025859449,2023-12-14,2023-12-16,slope_stabilize_and_tension,civil,terrain,4.3,2603,True
WO_000375,MY_W1545410197,2023-12-14,2023-12-19,battery_genset_service,power,power,15.3,1673,True
WO_000376,MY_N4069889954,2023-12-15,2023-12-19,raise_cabinet_and_seal,civil,flood,10.5,4273,True
WO_000377,MY_N6745537235,2023-12-15,2023-12-19,raise_cabinet_and_seal,civil,flood,2.6,488,True
WO_000378,MY_N9038308804,2023-12-15,2023-12-16,raise_cabinet_and_seal,civil,flood,6.9,3299,True
WO_000379,MY_W1368598193,2023-12-15,2023-12-19,vegetation_clearance,civil,vegetation,7.3,2049,True
WO_000380,MY_N5825177638,2023-12-16,2023-12-17,scheduled_inspection,civil,scheduled_inspection,1.6,137,False
WO_000381,MY_W1545410197,2023-12-16,2023-12-17,slope_stabilize_and_tension,civil,terrain,12.4,1020,True
WO_000382,MY_N11484371222,2023-12-17,2023-12-19,raise_cabinet_and_seal,civil,flood,5.0,1947,True
WO_000383,MY_N13103284367,2023-12-17,2023-12-18,battery_genset_service,power,power,1.6,1948,True
WO_000384,MY_N5067194637,2023-12-17,2023-12-20,battery_genset_service,power,power,6.2,645,True
WO_000385,MY_N12773184677,2023-12-18,2023-12-22,raise_cabinet_and_seal,civil,flood,8.1,1672,True
WO_000386,MY_N3902995313,2023-12-18,2023-12-19,scheduled_inspection,civil,scheduled_inspection,2.1,480,False
WO_000387,MY_N8044656639,2023-12-18,2023-12-19,scheduled_inspection,civil,scheduled_inspection,1.2,112,False
WO_000388,MY_N9003249366,2023-12-18,2023-12-20,battery_genset_service,power,power,5.4,1442,True
WO_000389,MY_N11875484224,2023-12-19,2023-12-22,raise_cabinet_and_seal,civil,flood,5.6,1922,True
WO_000390,MY_N4963875869,2023-12-19,2023-12-24,raise_cabinet_and_seal,civil,flood,6.1,1320,True
WO_000391,MY_N8794834932,2023-12-19,2023-12-20,scheduled_inspection,civil,scheduled_inspection,1.0,439,False
WO_000392,MY_W1491528657,2023-12-19,2023-12-20,scheduled_inspection,civil,scheduled_inspection,0.8,275,False
WO_000393,MY_N11875484223,2023-12-20,2023-12-23,battery_genset_service,power,power,2.9,6572,True
WO_000394,MY_N12432739233,2023-12-20,2023-12-21,scheduled_inspection,civil,scheduled_inspection,0.3,642,False
WO_000395,MY_N11167076406,2023-12-21,2023-12-25,raise_cabinet_and_seal,civil,flood,2.3,774,True
WO_000396,MY_N11659562131,2023-12-21,2023-12-22,scheduled_inspection,civil,scheduled_inspection,1.0,990,False
WO_000397,MY_N12131514589,2023-12-21,2023-12-25,raise_cabinet_and_seal,civil,flood,0.6,2291,True
WO_000398,MY_N12462360045,2023-12-21,2023-12-22,scheduled_inspection,civil,scheduled_inspection,5.4,722,False
WO_000399,MY_N13517883535,2023-12-21,2023-12-23,raise_cabinet_and_seal,civil,flood,15.2,2960,True
WO_000400,MY_N4567112599,2023-12-21,2023-12-22,scheduled_inspection,civil,scheduled_inspection,1.8,758,False
WO_000401,MY_N6745537234,2023-12-21,2023-12-26,radio_unit_refresh,rf,equipment,1.9,2023,True
WO_000402,MY_N8923088437,2023-12-21,2023-12-22,raise_cabinet_and_seal,civil,flood,1.6,1820,True
WO_000403,MY_N11659562129,2023-12-22,2023-12-26,raise_cabinet_and_seal,civil,flood,8.2,1914,True
WO_000404,MY_N8806058356,2023-12-22,2023-12-25,battery_genset_service,power,power,3.3,2848,True
WO_000405,MY_N8923088437,2023-12-22,2023-12-27,raise_cabinet_and_seal,civil,flood,5.2,5086,True
WO_000406,MY_N11388862434,2023-12-23,2023-12-26,raise_cabinet_and_seal,civil,flood,3.2,1604,True
WO_000407,MY_N12116945444,2023-12-23,2023-12-25,raise_cabinet_and_seal,civil,flood,20.1,1315,True
WO_000408,MY_N13659918586,2023-12-23,2023-12-24,raise_cabinet_and_seal,civil,flood,12.3,2399,True
WO_000409,MY_N13967382741,2023-12-23,2023-12-24,scheduled_inspection,civil,scheduled_inspection,0.3,468,False
WO_000410,MY_N3902995302,2023-12-23,2023-12-25,vegetation_clearance,civil,vegetation,3.5,3086,True
WO_000411,MY_N4573203388,2023-12-23,2023-12-24,scheduled_inspection,civil,scheduled_inspection,0.9,442,False
WO_000412,MY_N8044980541,2023-12-23,2023-12-28,raise_cabinet_and_seal,civil,flood,2.4,2986,True
WO_000413,MY_N12773184677,2023-12-24,2023-12-25,vegetation_clearance,civil,vegetation,5.1,2370,True
WO_000414,MY_W1183622030,2023-12-24,2023-12-25,raise_cabinet_and_seal,civil,flood,4.8,3628,True
WO_000415,MY_W1312400607,2023-12-24,2023-12-25,scheduled_inspection,civil,scheduled_inspection,2.4,684,False
WO_000416,MY_N8327095826,2023-12-25,2023-12-30,battery_genset_service,power,power,1.3,803,True
WO_000417,MY_N9006098842,2023-12-25,2023-12-29,radio_unit_refresh,rf,equipment,1.5,1736,True
WO_000418,MY_N10801806749,2023-12-26,2023-12-27,raise_cabinet_and_seal,civil,flood,2.9,468,True
WO_000419,MY_N11484371222,2023-12-26,2023-12-31,raise_cabinet_and_seal,civil,flood,9.7,3578,True
WO_000420,MY_N11500414303,2023-12-26,2023-12-27,scheduled_inspection,civil,scheduled_inspection,2.2,74,False
WO_000421,MY_N12137013087,2023-12-26,2023-12-27,vegetation_clearance,civil,vegetation,1.8,1538,True
WO_000422,MY_N8085760113,2023-12-26,2023-12-27,scheduled_inspection,civil,scheduled_inspection,0.9,802,False
WO_000423,MY_N8422298542,2023-12-26,2023-12-27,slope_stabilize_and_tension,civil,terrain,7.9,2387,True
WO_000424,MY_W1270085203,2023-12-26,2023-12-27,slope_stabilize_and_tension,civil,terrain,0.9,829,True
WO_000425,MY_N11802478955,2023-12-27,2023-12-30,vegetation_clearance,civil,vegetation,7.5,1786,True
WO_000426,MY_N12167559700,2023-12-27,2023-12-28,scheduled_inspection,civil,scheduled_inspection,5.0,1876,False
WO_000427,MY_N12462445716,2023-12-27,2023-12-28,scheduled_inspection,civil,scheduled_inspection,0.6,331,False
WO_000428,MY_N13103284367,2023-12-27,2023-12-29,raise_cabinet_and_seal,civil,flood,1.5,2714,True
WO_000429,MY_N12266043339,2023-12-28,2023-12-31,battery_genset_service,power,power,9.5,4412,True
WO_000430,MY_N13502641928,2023-12-28,2023-12-31,raise_cabinet_and_seal,civil,flood,1.8,6734,True
WO_000431,MY_N13659918586,2023-12-28,2024-01-01,raise_cabinet_and_seal,civil,flood,8.6,1266,True
WO_000432,MY_N8008855555,2023-12-28,2023-12-29,raise_cabinet_and_seal,civil,flood,11.2,716,True
WO_000433,MY_N8091061663,2023-12-28,2024-01-02,raise_cabinet_and_seal,civil,flood,1.5,1022,True
WO_000434,MY_N10802588447,2023-12-29,2023-12-30,scheduled_inspection,civil,scheduled_inspection,1.8,586,False
WO_000435,MY_N4775194882,2023-12-30,2023-12-31,scheduled_inspection,civil,scheduled_inspection,1.0,453,False
WO_000436,MY_N12941843009,2023-12-31,2024-01-01,scheduled_inspection,civil,scheduled_inspection,1.5,498,False
WO_000437,MY_N13889784607,2024-01-01,2024-01-05,slope_stabilize_and_tension,civil,terrain,1.1,7277,True
WO_000438,MY_N13326193730,2024-01-02,2024-01-04,slope_stabilize_and_tension,civil,terrain,12.9,4962,True
WO_000439,MY_N8923088437,2024-01-02,2024-01-05,raise_cabinet_and_seal,civil,flood,20.4,1047,True
WO_000440,MY_W1267064693,2024-01-02,2024-01-07,slope_stabilize_and_tension,civil,terrain,9.7,4999,True
WO_000441,MY_N12135373696,2024-01-03,2024-01-08,raise_cabinet_and_seal,civil,flood,8.0,898,True
WO_000442,MY_W1274670480,2024-01-03,2024-01-04,scheduled_inspection,civil,scheduled_inspection,1.3,1138,False
WO_000443,MY_N11167076406,2024-01-04,2024-01-05,scheduled_inspection,civil,scheduled_inspection,0.1,426,False
WO_000444,MY_N11875484227,2024-01-04,2024-01-05,scheduled_inspection,civil,scheduled_inspection,1.3,1239,False
WO_000445,MY_N12137024409,2024-01-04,2024-01-07,raise_cabinet_and_seal,civil,flood,11.0,3173,True
WO_000446,MY_N3902995326,2024-01-04,2024-01-05,battery_genset_service,power,power,6.7,2789,True
WO_000447,MY_N4775194882,2024-01-04,2024-01-07,raise_cabinet_and_seal,civil,flood,7.9,2269,True
